"CAS","CID","IUPAC_name","canonical_SMILES","common_name","molecular_weight_g.mol-1","XLogP","LRI_polar","LRI_nonpolar","odor_pubchem","taste_pubchem","odor_goodscents","odor_flavornet","CID_all"
"64-17-5",702,"ethanol","CCO","Ethanol",46.07,-0.1,"934;932;934;937;937;939;937;933;941;934;888;947;955;945;900;948.8;944;930;935;960.1;956;932;925;944;947;947;929;936;930;930;944;938;944;935;929;893;918;920;908;910;897;905;944;926;940.7;925;924;952;900;972;933;934;939;942;922;921;931;941;951;944;923;951;883;939;942;929;939;943;932;935;923;912;913;928;910;932;937;924;929;934;932;930;883;929;929;938;938;932;937;910;927;905;905;932;926;932;936;928;922;922;916;930;955;900;930;942;932;941;913;926;930;909.9;922;940;946;932;956;932.8;934;934;932;926;927;944;937;934;931;924;924;913;926;943.9;913;913;948.2;934;936;940;900;936;944.7;908;950;926;936;950;922;959;921;913;946;932;925;925;930;930;934;934;925;915;944;900;927;927;927;936;940;940;900;900;890;910;927;900;940;919;917;910.9;920.2;915.1;928.8","443.2;443.8;443;444.7;444.7;436;446;446;446;416;432;457.4;459.2;463.6;457.4;459.2;463.6;440;414.4;496;427;423;427;439;421;458;454;472;493;440;493;462;439;440;442.2;428.2;455;450;428.8;433.5;443;440;427;436;443;443;428;440;421;427;440;406;411;411;415;427;443;421","pleasant; fragrant odor; alcohol odor; weak; ethereal; vinous odor","burning","strong alcoholic ethereal medical","sweet",""
